datetime,open,high,low,close,volume,Name
13-02-2013,105.48,105.48,102.17,102.45,7447229,YESBANK
14-02-2013,102.41,102.49,99.36,100.29,8949719,YESBANK
15-02-2013,100.29,100.71,98.37,100.39,10042724,YESBANK
18-02-2013,100.44,101.67,99.6,100.28,6031219,YESBANK
19-02-2013,100.3,101.2,99.13,101.01,9129494,YESBANK
20-02-2013,101.4,102.19,100.76,101.84,6873389,YESBANK
21-02-2013,101.44,101.44,96.82,97.39,11418429,YESBANK
22-02-2013,97.1,98.74,95.12,98.02,11938299,YESBANK
25-02-2013,98.6,98.6,95.42,95.86,15535954,YESBANK
26-02-2013,95.6,96,93.7,94.43,11238879,YESBANK
27-02-2013,94.5,98.68,94.5,98.11,15321649,YESBANK
28-02-2013,99.01,99.48,93.44,94.4,25401920,YESBANK
01-03-2013,95,96.78,94.2,94.6,20642988,YESBANK
04-03-2013,96,96,93.64,94.99,10299944,YESBANK
05-03-2013,95.34,96.58,93.8,96.01,12699774,YESBANK
06-03-2013,97.6,97.6,95.91,96.35,6451519,YESBANK
07-03-2013,96.14,97.29,95.5,97.01,4397379,YESBANK
08-03-2013,97.36,98.1,96.04,97.17,8269144,YESBANK
11-03-2013,97.2,99.6,97.2,98.75,8089174,YESBANK
12-03-2013,99.11,100.11,97.62,98.4,8287529,YESBANK
13-03-2013,98,98.21,96.12,96.48,4364439,YESBANK
14-03-2013,96.47,97.68,94.2,96.95,9480164,YESBANK
15-03-2013,97,98.2,94.52,94.74,8537334,YESBANK
18-03-2013,94,94.65,91.67,91.88,12217559,YESBANK
19-03-2013,92.8,93,87,87.76,17212968,YESBANK
20-03-2013,87.76,88.72,85.71,86.24,14927189,YESBANK
21-03-2013,86.4,89.2,85.52,86.42,15131419,YESBANK
22-03-2013,86.6,88.91,86.2,88.1,11939999,YESBANK
25-03-2013,89,89.6,86.34,87.03,6875914,YESBANK
26-03-2013,86.8,87.23,84.54,85.06,10922524,YESBANK
28-03-2013,88.8,88.8,83.37,85.78,13023189,YESBANK
01-04-2013,85.8,86.8,84.4,86.46,7589124,YESBANK
02-04-2013,85.66,90.18,85.66,89.91,10772959,YESBANK
03-04-2013,89.8,91.94,86.7,87.09,15064409,YESBANK
04-04-2013,86.5,87.37,85,85.37,10367294,YESBANK
05-04-2013,85.4,86.9,84.64,85.13,9522364,YESBANK
08-04-2013,85.4,86.09,84.71,85.07,5022014,YESBANK
09-04-2013,85.8,87.36,84.71,84.91,9051244,YESBANK
10-04-2013,85.4,85.98,83.35,85.69,11236574,YESBANK
11-04-2013,86.8,87.7,85.5,87.37,10320779,YESBANK
12-04-2013,87.4,88.94,86.67,88.51,9257854,YESBANK
15-04-2013,89,92.66,88.62,91.58,11970229,YESBANK
16-04-2013,91.8,94.12,91.8,93.78,10249139,YESBANK
17-04-2013,94.83,97.6,93.64,95.88,33430048,YESBANK
18-04-2013,96.54,98.6,94.9,98.25,15909154,YESBANK
22-04-2013,98.6,99.8,97.57,98.87,11689929,YESBANK
23-04-2013,99.38,99.49,96.82,99.04,10095394,YESBANK
25-04-2013,99.24,101.66,98.7,100.76,13817709,YESBANK
26-04-2013,100.19,100.48,98.93,99.55,4704919,YESBANK
29-04-2013,99.55,101.54,98.35,100.99,7395979,YESBANK
30-04-2013,101.2,101.8,98.84,100.33,8479454,YESBANK
02-05-2013,100.4,102.2,100.13,100.92,8054629,YESBANK
03-05-2013,100.92,101.71,99.1,99.5,18797888,YESBANK
06-05-2013,99.4,99.6,97.4,99.28,7024524,YESBANK
07-05-2013,99.4,102.2,99.01,101.65,8163964,YESBANK
08-05-2013,101.8,102.51,100.82,101.34,4979589,YESBANK
09-05-2013,101.38,102.38,100.26,100.57,5064429,YESBANK
10-05-2013,100.2,102.35,99.9,102,7248729,YESBANK
11-05-2013,101.8,102.78,101.8,102.51,807824,YESBANK
13-05-2013,102.2,102.8,100.23,100.57,4427454,YESBANK
14-05-2013,100.57,102.09,99.6,101.53,6268459,YESBANK
15-05-2013,101.61,106.24,101.61,105.57,10867954,YESBANK
16-05-2013,106,109.4,106,108.51,11647434,YESBANK
17-05-2013,108.8,109.54,107.51,108.55,6225354,YESBANK
20-05-2013,108.6,109.4,105.62,105.98,6713814,YESBANK
21-05-2013,105.9,106.38,102.73,103.05,7879879,YESBANK
22-05-2013,104,104.53,100.97,101.97,6380589,YESBANK
23-05-2013,100.9,100.98,98.8,99.34,7569734,YESBANK
24-05-2013,100.8,101.8,99.17,101,6397199,YESBANK
27-05-2013,101,104.1,100.8,103.73,5746934,YESBANK
28-05-2013,103.8,104.5,102.6,103.09,5052104,YESBANK
29-05-2013,103.01,103.33,100.1,100.58,5631004,YESBANK
30-05-2013,100.01,101.48,99.61,100,5747864,YESBANK
31-05-2013,100.2,100.49,97.2,97.46,7125854,YESBANK
03-06-2013,97.51,100.79,97.3,100.54,6786514,YESBANK
04-06-2013,100.59,101.75,97.89,98.46,7250034,YESBANK
05-06-2013,97.9,100.6,97.9,99.94,5392524,YESBANK
06-06-2013,99.6,101.97,98.47,101.52,8151104,YESBANK
07-06-2013,101.2,102.98,100.1,100.52,6523259,YESBANK
10-06-2013,99.59,100.6,97.47,98.1,7131359,YESBANK
11-06-2013,97.32,97.61,93.28,94.39,9361999,YESBANK
12-06-2013,94,94.8,92.24,93.75,9948574,YESBANK
13-06-2013,93,93.94,91.03,91.35,9434154,YESBANK
14-06-2013,92.66,96.13,92.65,95.73,11859644,YESBANK
17-06-2013,96.02,97.94,94,96.79,11633774,YESBANK
18-06-2013,96.56,96.6,94.56,95.03,8210049,YESBANK
19-06-2013,95.34,95.89,94.12,95.64,10144519,YESBANK
20-06-2013,94,94,91.62,91.9,11980549,YESBANK
21-06-2013,91.58,92.49,89.11,90.55,21129120,YESBANK
24-06-2013,89.73,90.09,87.7,88.18,5562824,YESBANK
25-06-2013,88.61,90.8,87.15,89.53,12169989,YESBANK
26-06-2013,90.16,91.87,89.15,89.69,6988609,YESBANK
27-06-2013,91.2,92.5,87.4,88.66,11126864,YESBANK
28-06-2013,90,92.8,88.25,92.22,17389700,YESBANK
01-07-2013,92.64,94.38,92.24,94.03,9356369,YESBANK
02-07-2013,93.45,94.8,92.68,93.69,8966529,YESBANK
03-07-2013,92.42,94.14,91.23,92.67,10143719,YESBANK
04-07-2013,93.74,95.3,92.31,94.04,11272654,YESBANK
05-07-2013,94.74,95.6,92.6,93.06,6617614,YESBANK
08-07-2013,92.8,93.93,90.67,93.36,8102224,YESBANK
09-07-2013,93.4,96.72,93.4,95.73,10261314,YESBANK
10-07-2013,96.18,96.88,94.6,95.24,6475454,YESBANK
11-07-2013,96.6,98.88,96.4,97.31,8572489,YESBANK
12-07-2013,98.4,98.54,96.42,98.09,4981879,YESBANK
15-07-2013,98.59,100.4,97,100.07,8304369,YESBANK
16-07-2013,95.05,96,89,90.19,48102644,YESBANK
17-07-2013,91,91.18,83.32,85.37,51862028,YESBANK
18-07-2013,85.6,88.38,84.44,88.09,34532896,YESBANK
19-07-2013,88.6,89.39,84.6,84.92,24233900,YESBANK
22-07-2013,85.18,86.57,84.4,84.78,13173329,YESBANK
23-07-2013,86.48,88.58,85.65,87.73,16437704,YESBANK
24-07-2013,84,84.6,74.76,76.67,116809720,YESBANK
25-07-2013,76,78.49,73.9,74.74,59957908,YESBANK
26-07-2013,75.98,76.43,68.44,73.42,80554560,YESBANK
29-07-2013,73.6,74.25,71.42,72.69,25620020,YESBANK
30-07-2013,72.68,74.96,69.31,69.74,35393496,YESBANK
31-07-2013,69.6,69.6,57,64.8,103997328,YESBANK
01-08-2013,66,67.86,60.81,65.53,66343176,YESBANK
02-08-2013,66,66.98,61,61.74,39518368,YESBANK
05-08-2013,61.71,62.41,58,59.92,47327704,YESBANK
06-08-2013,58.8,59.2,54.1,55.03,42811320,YESBANK
07-08-2013,54.8,59.93,53.71,58.72,68961280,YESBANK
08-08-2013,58.38,58.74,56,56.61,43490952,YESBANK
12-08-2013,56.88,61.51,55.1,60.24,60836824,YESBANK
13-08-2013,59.7,63.68,59.42,61.94,79380128,YESBANK
14-08-2013,62.82,63,57.68,58.29,67281552,YESBANK
16-08-2013,57.8,57.8,50.52,51.66,72616168,YESBANK
19-08-2013,51,51.04,47.02,48.3,80110416,YESBANK
20-08-2013,46.4,49.52,44.03,48.56,95941584,YESBANK
21-08-2013,53.41,56.9,49.22,51.01,183243376,YESBANK
22-08-2013,50.12,50.6,46.74,48.5,156594288,YESBANK
23-08-2013,49.1,52.58,48.56,51.85,90441264,YESBANK
26-08-2013,52.68,53.48,50.7,52.24,58984448,YESBANK
27-08-2013,50.83,50.98,46.68,47.16,67949680,YESBANK
28-08-2013,45.55,46.46,43.22,45.17,88139504,YESBANK
29-08-2013,46.6,47.34,44.7,46.5,66257744,YESBANK
30-08-2013,46.92,49.7,46.2,48.67,83708728,YESBANK
02-09-2013,49.3,51.18,49.2,50.59,51970256,YESBANK
03-09-2013,51.04,51.24,45.22,45.82,76228880,YESBANK
04-09-2013,46,48.5,44.6,47.21,76147376,YESBANK
05-09-2013,50,58.68,50,57.5,155685504,YESBANK
06-09-2013,58.94,59.26,56.02,58.59,92734176,YESBANK
10-09-2013,60,62.79,60,61.38,74394496,YESBANK
11-09-2013,60.59,61.2,58.76,60.75,69387600,YESBANK
12-09-2013,61.14,61.38,55.26,56.24,71756584,YESBANK
13-09-2013,55.8,57.55,54.84,56.24,74714576,YESBANK
16-09-2013,59.02,60,56.72,58.34,63017872,YESBANK
17-09-2013,58.45,60.8,58.02,60.18,55299352,YESBANK
18-09-2013,61,63.88,60.54,63.17,70870752,YESBANK
19-09-2013,69.48,78.94,69.48,77.34,171000496,YESBANK
20-09-2013,78,78,67,71.21,175198032,YESBANK
23-09-2013,69.36,72.17,64.71,65.46,100282824,YESBANK
24-09-2013,64.25,67.1,63.3,63.78,113573696,YESBANK
25-09-2013,64.4,64.91,61.26,62.82,89735176,YESBANK
26-09-2013,63.2,64.45,62.2,63.16,71720304,YESBANK
27-09-2013,63.56,64,60.4,60.92,58042976,YESBANK
30-09-2013,59.8,59.8,57.23,57.47,54582960,YESBANK
01-10-2013,57.8,59.72,56.08,58.98,93841296,YESBANK
03-10-2013,59.4,62.57,59.2,62.13,70843408,YESBANK
04-10-2013,61.2,63.78,60.92,63.07,81777840,YESBANK
07-10-2013,63,63.54,61.27,63.11,50897748,YESBANK
08-10-2013,67.8,69,65.41,65.79,87997520,YESBANK
09-10-2013,63.85,68.49,63.85,68.15,76793696,YESBANK
10-10-2013,68,68.98,67.23,68.45,51421144,YESBANK
11-10-2013,70.02,70.4,68.5,69.51,49562648,YESBANK
14-10-2013,69.76,70.96,69.2,69.73,36451544,YESBANK
15-10-2013,70.6,70.71,65.8,66.22,59872628,YESBANK
17-10-2013,66.92,68.18,65.27,67.16,48868488,YESBANK
18-10-2013,67.38,69.59,67.3,69.26,36973820,YESBANK
21-10-2013,69.86,72.14,69.65,71.73,47494136,YESBANK
22-10-2013,72.05,74.98,69.8,74.4,123371008,YESBANK
23-10-2013,75.33,76.38,73.11,74.8,80269008,YESBANK
24-10-2013,75.1,75.99,72.14,72.54,52911404,YESBANK
25-10-2013,72.16,72.45,70.89,71.1,34500464,YESBANK
28-10-2013,71.52,72.3,69.08,69.48,25681580,YESBANK
29-10-2013,69.4,74.62,68.23,74.28,79565344,YESBANK
30-10-2013,74.96,75.96,73.64,74.47,46732700,YESBANK
31-10-2013,74,74.59,73.08,73.76,37250976,YESBANK
01-11-2013,73.8,77.25,73.3,75.62,53064904,YESBANK
03-11-2013,76.47,76.75,75.32,75.77,6771234,YESBANK
05-11-2013,75.69,76.6,73.62,75.17,45440740,YESBANK
06-11-2013,74.94,75.48,72.82,73.68,31461628,YESBANK
07-11-2013,74.2,74.99,71.91,72.15,34542344,YESBANK
08-11-2013,72.53,73.08,70.48,70.85,40878304,YESBANK
11-11-2013,70.25,70.58,66.35,66.69,47216800,YESBANK
12-11-2013,66.97,68.5,65.16,65.79,34123544,YESBANK
13-11-2013,65.01,67.1,64.73,66.32,44134028,YESBANK
14-11-2013,68.2,70.72,68.04,70.25,43864960,YESBANK
18-11-2013,71.74,72.93,71.42,72.56,30517048,YESBANK
19-11-2013,72.73,73.36,72.11,72.72,20347880,YESBANK
20-11-2013,72.4,74.56,71.42,73.09,38597244,YESBANK
21-11-2013,71.99,72.41,70.31,70.88,38409308,YESBANK
22-11-2013,71.97,72.28,68.42,68.85,37653844,YESBANK
25-11-2013,69.87,70.48,68.64,70.17,38155804,YESBANK
26-11-2013,70.6,73.25,69.55,72.41,107280656,YESBANK
27-11-2013,72.4,72.8,70.43,71.19,27269054,YESBANK
28-11-2013,72.2,73.16,71.8,72.84,23337604,YESBANK
29-11-2013,72.36,74.66,72.36,73.73,27279320,YESBANK
02-12-2013,74.34,75.6,74.34,75.12,22308544,YESBANK
03-12-2013,74.4,74.9,73.7,74.31,16433239,YESBANK
04-12-2013,73.98,74.69,73.55,74.1,17567784,YESBANK
05-12-2013,76.2,79.75,76,79.01,58022884,YESBANK
06-12-2013,79,79.22,77.43,78.38,31192284,YESBANK
09-12-2013,82.4,82.98,78.46,79.01,33444000,YESBANK
10-12-2013,78.8,78.95,76,76.67,25058824,YESBANK
11-12-2013,75.92,77.74,75.15,77.3,27867240,YESBANK
12-12-2013,76.8,77,75.5,76.1,23110324,YESBANK
13-12-2013,74.9,75.1,72.9,73.12,19996840,YESBANK
16-12-2013,72.54,73.94,71.54,72.52,19521014,YESBANK
17-12-2013,73.98,74.04,72.17,72.75,18436680,YESBANK
18-12-2013,72.21,75.75,72.21,75.1,35406148,YESBANK
19-12-2013,75.6,75.94,72.68,72.9,21219360,YESBANK
20-12-2013,72.8,74.36,72.17,74.09,17083180,YESBANK
23-12-2013,74.3,76.27,74.3,75.91,17542200,YESBANK
24-12-2013,75.91,76.68,74.91,75.17,14710504,YESBANK
26-12-2013,75.48,75.99,73.93,74.24,14776654,YESBANK
27-12-2013,74.86,75.35,74.4,74.76,10444719,YESBANK
30-12-2013,74.8,75.47,73.5,73.7,10520704,YESBANK
31-12-2013,73.8,74.31,73.27,74.04,9363869,YESBANK
01-01-2014,74.6,75.16,74.22,74.89,6697154,YESBANK
02-01-2014,75,76.36,72.04,72.43,30635904,YESBANK
03-01-2014,71.6,74.29,71.6,73.96,19839424,YESBANK
06-01-2014,74.06,74.13,72.42,73.28,15155619,YESBANK
07-01-2014,73.2,73.78,71.86,73.03,24125140,YESBANK
08-01-2014,73.25,73.5,70.71,71.28,25616620,YESBANK
09-01-2014,71.14,71.14,69.6,70.03,19098620,YESBANK
10-01-2014,70.4,71.4,68.35,68.6,20346148,YESBANK
13-01-2014,68.6,69.75,67,67.75,24968884,YESBANK
14-01-2014,68.2,69.52,68.04,69.32,19910120,YESBANK
15-01-2014,70.18,71.36,68.46,70.61,64934428,YESBANK
16-01-2014,71.2,72,70.42,71.31,24749414,YESBANK
17-01-2014,70.6,71.52,69.88,70.23,20753924,YESBANK
20-01-2014,69.83,72.11,69.83,71.88,16425454,YESBANK
21-01-2014,72.06,73.27,72.06,72.64,15888734,YESBANK
22-01-2014,72.8,72.96,71.73,72.29,14133154,YESBANK
23-01-2014,72.19,72.45,71.1,71.5,13339169,YESBANK
24-01-2014,70.84,71.55,69.03,69.61,13383639,YESBANK
27-01-2014,68,68.18,64,64.33,37111924,YESBANK
28-01-2014,64.4,65.98,62.89,64.98,46534380,YESBANK
29-01-2014,65.64,66.34,63.6,64.16,22696604,YESBANK
30-01-2014,63,63.2,60.65,61.27,28954900,YESBANK
31-01-2014,61.62,62.36,60.82,61.53,33432480,YESBANK
03-02-2014,61.4,61.41,59.75,59.89,27475484,YESBANK
04-02-2014,59.02,61.16,58.28,60.68,39635304,YESBANK
05-02-2014,60.21,61.09,59.61,60.61,30274688,YESBANK
06-02-2014,60.84,62.05,60.31,61,27112564,YESBANK
07-02-2014,61.6,62.05,61,61.78,18804364,YESBANK
10-02-2014,62.02,62.69,61.13,61.56,16384369,YESBANK
11-02-2014,61.53,62.16,61.02,61.26,13932459,YESBANK
12-02-2014,61.8,62.39,60.42,60.62,26281688,YESBANK
13-02-2014,61,61.1,58.82,58.97,24896974,YESBANK
14-02-2014,59.8,60.4,58.83,60.13,17736014,YESBANK
17-02-2014,60.48,61.4,59.41,61.03,26114904,YESBANK
18-02-2014,61.2,62.2,60.76,61.54,27827704,YESBANK
19-02-2014,61.98,62.1,61,61.39,18059464,YESBANK
20-02-2014,60.9,61.28,60.26,60.38,18586324,YESBANK
21-02-2014,60.41,61.5,60.41,61.24,11296214,YESBANK
24-02-2014,61.2,61.3,60.24,60.78,15555399,YESBANK
25-02-2014,61.24,61.38,60.31,60.45,12886479,YESBANK
26-02-2014,60.44,61.18,60.3,60.5,16223384,YESBANK
28-02-2014,61.06,61.3,60.44,60.99,15882384,YESBANK
03-03-2014,60.47,62.49,60.31,60.55,23682524,YESBANK
04-03-2014,60.87,64.56,60.72,64.09,46799740,YESBANK
05-03-2014,64.94,67,63.93,66.29,60714472,YESBANK
06-03-2014,66.8,69.48,66.22,69.16,47161872,YESBANK
07-03-2014,69.48,75.78,69.4,75.18,89367624,YESBANK
10-03-2014,74.4,77.9,74,76.38,63668544,YESBANK
11-03-2014,76.58,77.48,73.28,74.25,50590568,YESBANK
12-03-2014,74,74.66,72.18,72.95,41946620,YESBANK
13-03-2014,73.62,75.6,71.22,72.27,36475988,YESBANK
14-03-2014,71.16,71.56,70.06,71.17,36817220,YESBANK
18-03-2014,71.9,73.47,71.82,72.74,27174724,YESBANK
19-03-2014,73.45,74.2,72.26,73.08,31403380,YESBANK
20-03-2014,73.18,73.18,72,72.41,17171154,YESBANK
21-03-2014,72.12,73.25,71.32,72.07,16034889,YESBANK
22-03-2014,72.49,72.62,72.22,72.4,1217544,YESBANK
24-03-2014,73,76.16,72.95,75.84,37513856,YESBANK
25-03-2014,76,76.78,75.32,75.91,19975348,YESBANK
26-03-2014,76.6,80.6,76.44,80.35,65115344,YESBANK
27-03-2014,80.5,80.94,77.5,78.81,39826552,YESBANK
28-03-2014,79.78,81.54,79.66,80.98,29302440,YESBANK
31-03-2014,81.6,83.35,80.74,82.79,32357400,YESBANK
01-04-2014,83.68,83.8,81.04,82.07,34599936,YESBANK
02-04-2014,83,84.58,81.95,84.13,27943388,YESBANK
03-04-2014,84.27,84.4,81.64,82.42,22231334,YESBANK
04-04-2014,82.4,85,81.64,84.63,30135814,YESBANK
07-04-2014,84.6,86.22,83.8,85.78,26874500,YESBANK
09-04-2014,85.99,89.99,85.65,89.46,31729314,YESBANK
10-04-2014,89.94,91.14,88.82,89.36,38488232,YESBANK
11-04-2014,87.99,90.11,87.6,88.64,21511954,YESBANK
15-04-2014,87.25,89,82.67,83.96,32734534,YESBANK
16-04-2014,83.22,85,80.8,81.51,37971288,YESBANK
17-04-2014,82,83.65,81.82,83.42,25164154,YESBANK
21-04-2014,83.8,88.16,83.7,87.28,29146500,YESBANK
22-04-2014,87.89,88.7,86.52,86.87,25043428,YESBANK
23-04-2014,87.74,89.14,87.1,88.27,54729380,YESBANK
25-04-2014,88.79,94,88.38,93.68,63239432,YESBANK
28-04-2014,93.7,94.96,91.3,92.65,24581964,YESBANK
29-04-2014,93,93.52,89.4,89.87,30283420,YESBANK
30-04-2014,90.04,90.9,85.75,88.15,35672520,YESBANK
02-05-2014,88.9,90.1,88.04,88.8,15135349,YESBANK
05-05-2014,88.21,89.47,87.13,87.7,25461134,YESBANK
06-05-2014,88.4,89.78,88.37,89.17,16527749,YESBANK
07-05-2014,89.17,89.56,86.7,87.09,16843664,YESBANK
08-05-2014,87.6,88.89,87.4,88.64,14093739,YESBANK
09-05-2014,87.8,99.7,87.8,96.91,83167224,YESBANK
12-05-2014,97.6,100.5,97.42,98.76,49316300,YESBANK
13-05-2014,100.6,107.18,99.93,103.84,84689896,YESBANK
14-05-2014,104.6,106.18,103.2,104.46,28450920,YESBANK
15-05-2014,104.98,106.98,103.51,104.75,25460628,YESBANK
16-05-2014,107.96,119.8,106.29,109.11,67713352,YESBANK
19-05-2014,110.94,114.38,110.02,113.15,36475524,YESBANK
20-05-2014,114.4,114.56,108.77,109.26,22389588,YESBANK
21-05-2014,109.95,110.73,105.45,106.98,25711184,YESBANK
22-05-2014,107.4,112.32,107.4,111.57,23723640,YESBANK
23-05-2014,112.56,113,110.36,112.67,24517248,YESBANK
26-05-2014,114,116.74,108.91,110.29,29270614,YESBANK
27-05-2014,109.18,111.19,106,109.46,27006860,YESBANK
28-05-2014,109.59,113.38,109.3,112.48,18271904,YESBANK
29-05-2014,111.48,112.52,107.4,109.63,46033460,YESBANK
30-05-2014,112.43,115.3,111.08,113.88,45742700,YESBANK
02-06-2014,114.58,115.71,112.06,115.13,23806668,YESBANK
03-06-2014,115.92,117.4,113.6,116.09,31139714,YESBANK
04-06-2014,115.62,117,115.02,116.27,16038049,YESBANK
05-06-2014,116.5,117.6,113.84,114.86,26187634,YESBANK
06-06-2014,115.79,117.09,115,115.99,15963524,YESBANK
09-06-2014,117,117,113.43,113.91,35775524,YESBANK
10-06-2014,113.6,114.28,110.42,113.41,29144680,YESBANK
11-06-2014,113.18,113.9,109.45,110.63,46967164,YESBANK
12-06-2014,111.4,111.76,107.89,109,20172354,YESBANK
13-06-2014,109.82,110.48,104.82,105.6,27790984,YESBANK
16-06-2014,104.98,108,101.5,107.44,30836224,YESBANK
17-06-2014,106.33,111.11,106.04,110.71,26144514,YESBANK
18-06-2014,109.7,111.84,107.6,108.52,21602520,YESBANK
19-06-2014,108,109.68,107.06,107.65,18026028,YESBANK
20-06-2014,107.41,109.18,107.41,108.54,13657549,YESBANK
23-06-2014,109.2,110.5,107.6,110.05,11082019,YESBANK
24-06-2014,110.6,112.08,110.42,111.72,12414529,YESBANK
25-06-2014,111.4,111.8,108.04,108.41,14890624,YESBANK
26-06-2014,108.4,109.48,106.75,107.06,21170284,YESBANK
27-06-2014,106.2,107.54,105.12,106.58,14927174,YESBANK
30-06-2014,106.4,109.1,106.4,108.21,17599044,YESBANK
01-07-2014,108.74,111.68,108.44,111.25,20105688,YESBANK
02-07-2014,112.2,114.1,112.05,113.78,18809840,YESBANK
03-07-2014,114.4,114.72,111.86,112.58,13053169,YESBANK
04-07-2014,111.85,112.98,110.01,111.46,12912354,YESBANK
07-07-2014,111.62,112.17,108.05,108.44,12804924,YESBANK
08-07-2014,108.21,109.45,104.5,105.19,22584928,YESBANK
09-07-2014,105.68,106.96,101.94,102.63,19825824,YESBANK
10-07-2014,102.8,109.25,100.8,105.77,35045376,YESBANK
11-07-2014,105.77,107.15,101.6,102.09,18143348,YESBANK
14-07-2014,102,105.6,100.44,104.76,20497480,YESBANK
15-07-2014,105.55,106.69,103.26,106.54,15878344,YESBANK
16-07-2014,107.51,108.8,105.9,108.43,12172999,YESBANK
17-07-2014,107.34,110.36,107.29,109.53,13624154,YESBANK
18-07-2014,109.2,111.38,107.5,110.72,20923334,YESBANK
21-07-2014,111.6,112.7,110.62,111.64,10681924,YESBANK
22-07-2014,112.04,112.39,108.2,109.19,19285244,YESBANK
23-07-2014,109.95,110.9,105.51,107.31,36305976,YESBANK
24-07-2014,107.7,109.96,106.96,108.98,20594688,YESBANK
25-07-2014,108.62,110.25,106.69,107.82,13230919,YESBANK
28-07-2014,108,109.2,106.5,107.33,9100719,YESBANK
30-07-2014,107.4,108.8,106.26,108.38,14940829,YESBANK
31-07-2014,107.46,109.5,107.46,108.22,16687644,YESBANK
01-08-2014,107.14,109.6,106.03,107.26,19918900,YESBANK
04-08-2014,107.8,108.96,107,108.49,11342574,YESBANK
05-08-2014,108.8,109.4,107.4,108.94,13652469,YESBANK
06-08-2014,108,109.04,107.2,107.53,13717074,YESBANK
07-08-2014,107,107.96,106.05,106.44,14193944,YESBANK
08-08-2014,104.8,105.38,103.21,104.26,18137860,YESBANK
11-08-2014,105,107.09,104.66,106.79,16341529,YESBANK
12-08-2014,107.3,109.6,106.93,109.09,12712734,YESBANK
13-08-2014,108.6,109.6,107.82,109.04,18687724,YESBANK
14-08-2014,108.63,109.23,107.28,108.17,9303354,YESBANK
18-08-2014,107.45,112,107.45,111.88,16438714,YESBANK
19-08-2014,112.76,116.35,112.57,115.85,28744214,YESBANK
20-08-2014,116.38,116.93,114.75,116.53,12854709,YESBANK
21-08-2014,115.8,117.88,114.63,114.99,20209008,YESBANK
22-08-2014,115.3,117.6,115.3,116.78,14629054,YESBANK
25-08-2014,117.2,118.67,114.65,115.27,16523289,YESBANK
26-08-2014,113,114.88,111.36,113.54,18530280,YESBANK
27-08-2014,114.3,115.3,113.26,114.72,10521529,YESBANK
28-08-2014,115.44,115.54,113.16,114.41,12930909,YESBANK
01-09-2014,114.88,119.49,114.53,119.28,17242774,YESBANK
02-09-2014,119.6,122.49,119.54,121.72,23281320,YESBANK
03-09-2014,122.24,125.68,122,124.87,36167576,YESBANK
04-09-2014,125.2,125.28,122.82,123.83,12723879,YESBANK
05-09-2014,123.8,124.92,121.31,122.33,14048444,YESBANK
08-09-2014,122.99,124.4,121.93,124.18,9623689,YESBANK
09-09-2014,124.2,125.7,123,125.16,11380144,YESBANK
10-09-2014,124,124.58,122.38,124.09,13272384,YESBANK
11-09-2014,124.6,125.85,124.51,125.1,10535899,YESBANK
12-09-2014,125.24,126.94,124.6,126.6,10529129,YESBANK
15-09-2014,124.84,124.84,119.58,120.05,21389680,YESBANK
16-09-2014,117.95,119.36,114.82,115.2,20635068,YESBANK
17-09-2014,116,118.6,114.26,117.4,22373328,YESBANK
18-09-2014,116.25,119.6,115.39,118.96,14341394,YESBANK
19-09-2014,119.2,119.74,116.12,116.48,9684734,YESBANK
