datetime,open,high,low,close,volume,Name
03-11-2016,383,389.299988,375.549988,378.950012,1872349,RBLBANK
04-11-2016,381.350006,381.350006,353,365.950012,4093138,RBLBANK
07-11-2016,374,387,372.200012,383.200012,2143425,RBLBANK
08-11-2016,388,392,376.649994,385.950012,1945916,RBLBANK
09-11-2016,335,385.700012,330,376.950012,7489091,RBLBANK
10-11-2016,386.25,392,376.600006,380.899994,3426477,RBLBANK
11-11-2016,379.149994,389,377,379.25,2213653,RBLBANK
15-11-2016,377,384,360.649994,363.649994,2301339,RBLBANK
16-11-2016,374.899994,374.899994,352,354.049988,2884543,RBLBANK
17-11-2016,357.950012,359.5,338,341.700012,2473956,RBLBANK
18-11-2016,342.100006,348,338,338.950012,1969726,RBLBANK
21-11-2016,343,345,330.399994,333.600006,1668922,RBLBANK
22-11-2016,336.450012,345.950012,332.100006,344.200012,1410662,RBLBANK
23-11-2016,347.700012,347.75,338.100006,340.700012,1324444,RBLBANK
24-11-2016,338,343.5,333.450012,337.600006,1137889,RBLBANK
25-11-2016,341.299988,352.5,341.100006,351.100006,2139191,RBLBANK
28-11-2016,343,356.700012,341.600006,353.200012,1775757,RBLBANK
29-11-2016,352.049988,363,352.049988,359.649994,1515335,RBLBANK
30-11-2016,362,365.399994,359,363.75,2231594,RBLBANK
01-12-2016,367,367,350.299988,352.350006,1136639,RBLBANK
02-12-2016,348.600006,352.399994,343.600006,346.700012,1280824,RBLBANK
05-12-2016,346.700012,351.899994,346,350.399994,775558,RBLBANK
06-12-2016,350.549988,354,345.25,347.75,668599,RBLBANK
07-12-2016,350.399994,356.75,340,345,1530231,RBLBANK
08-12-2016,345.899994,355,345.899994,354.100006,1075910,RBLBANK
09-12-2016,355.75,355.899994,349.5,351.549988,639742,RBLBANK
12-12-2016,351.399994,351.600006,346.299988,348.950012,451324,RBLBANK
13-12-2016,349.600006,350.549988,343,344.5,498168,RBLBANK
14-12-2016,346,346.5,339.049988,340.25,494081,RBLBANK
15-12-2016,337,359.25,336.100006,355.700012,2148784,RBLBANK
16-12-2016,357.899994,359.600006,351.5,352.350006,876002,RBLBANK
19-12-2016,352.399994,352.399994,345.200012,346.350006,496713,RBLBANK
20-12-2016,346.700012,350.100006,343,344.950012,808548,RBLBANK
21-12-2016,346.5,347.399994,342.100006,344.200012,981199,RBLBANK
22-12-2016,344,346,339.200012,340.200012,1389189,RBLBANK
23-12-2016,340,342.299988,335.850006,336.600006,687689,RBLBANK
26-12-2016,337.799988,337.799988,330.100006,330.799988,760436,RBLBANK
27-12-2016,333.950012,334.399994,327.600006,330.299988,975916,RBLBANK
28-12-2016,331.5,334,325.100006,327.899994,1582481,RBLBANK
29-12-2016,331.25,334.899994,327.5,331.649994,987942,RBLBANK
30-12-2016,332.600006,336.899994,332,335.100006,761290,RBLBANK
02-01-2017,338.700012,338.899994,333.200012,335.799988,451008,RBLBANK
03-01-2017,334.5,344.799988,334.5,341.299988,1270559,RBLBANK
04-01-2017,344.399994,349.600006,342.149994,345.549988,831454,RBLBANK
05-01-2017,348,355,346.100006,353.950012,955270,RBLBANK
06-01-2017,356,359.350006,353.299988,356.5,897733,RBLBANK
09-01-2017,357.100006,360,354,354.700012,543620,RBLBANK
10-01-2017,356,364.399994,356,362.5,846975,RBLBANK
11-01-2017,366,373,364.100006,369.399994,1435347,RBLBANK
12-01-2017,371.149994,373.899994,365.200012,367.75,849548,RBLBANK
13-01-2017,369,370,362.549988,366.350006,547211,RBLBANK
16-01-2017,365.5,379.25,365.5,376.450012,1038229,RBLBANK
17-01-2017,380,384.899994,380,382.700012,1192368,RBLBANK
18-01-2017,383,386,380.100006,381.450012,625932,RBLBANK
19-01-2017,382.299988,382.850006,376,377.899994,777651,RBLBANK
20-01-2017,380,384.899994,366.25,368.649994,1789052,RBLBANK
23-01-2017,382.100006,393.5,382.100006,389.450012,4767690,RBLBANK
24-01-2017,390,394.799988,389.600006,391.75,1368613,RBLBANK
25-01-2017,392.600006,393,387.5,390.049988,1077143,RBLBANK
27-01-2017,391.950012,411.600006,390,398.100006,3393399,RBLBANK
30-01-2017,397,403.399994,389,390.850006,1239306,RBLBANK
31-01-2017,391.649994,391.799988,380.100006,382.149994,958416,RBLBANK
01-02-2017,382.950012,402.649994,382.200012,400.950012,2418293,RBLBANK
02-02-2017,401.75,401.75,392.549988,394.450012,1241240,RBLBANK
03-02-2017,396.399994,399.75,388.350006,390.149994,1194842,RBLBANK
06-02-2017,394.049988,398,390.399994,392.200012,1076399,RBLBANK
07-02-2017,394,396,391,392.850006,691093,RBLBANK
08-02-2017,393.799988,396.950012,388.700012,393.399994,1104622,RBLBANK
09-02-2017,393.899994,397.799988,391,394.399994,904789,RBLBANK
10-02-2017,394.649994,395.700012,388.299988,389.5,490528,RBLBANK
13-02-2017,390.899994,395,387.200012,392.850006,723145,RBLBANK
14-02-2017,392.899994,407.950012,391.100006,403.75,2481915,RBLBANK
15-02-2017,403.100006,405.5,394,395.549988,1394501,RBLBANK
16-02-2017,397.049988,416.399994,392.799988,413.100006,3128098,RBLBANK
17-02-2017,417.700012,421.399994,413.600006,418.450012,1911043,RBLBANK
20-02-2017,419,426.799988,413.649994,425.25,1362897,RBLBANK
21-02-2017,425.799988,431.450012,424,426.549988,1222992,RBLBANK
22-02-2017,426,433.649994,422.5,427.200012,1174305,RBLBANK
23-02-2017,428.399994,474.149994,427.25,456.899994,6184856,RBLBANK
27-02-2017,458,488,457,467.799988,6100634,RBLBANK
28-02-2017,470.899994,484,470,476.700012,3355945,RBLBANK
01-03-2017,479.899994,481.850006,475.600006,479.149994,2085512,RBLBANK
02-03-2017,480.100006,482,455.549988,462.5,2999845,RBLBANK
03-03-2017,461.899994,467.25,452,455.549988,1651705,RBLBANK
06-03-2017,457.899994,475.5,457.299988,472.25,1621782,RBLBANK
07-03-2017,473,478.950012,468.100006,474.299988,1630959,RBLBANK
08-03-2017,474.100006,482.899994,474.100006,479.100006,1755717,RBLBANK
09-03-2017,478,482,470.799988,471.799988,1922479,RBLBANK
10-03-2017,473.149994,477.799988,466.649994,470.049988,613129,RBLBANK
14-03-2017,481.200012,484.350006,475,476.75,973750,RBLBANK
15-03-2017,478.450012,479.399994,472.350006,476.850006,501574,RBLBANK
16-03-2017,479.899994,481,477.5,479.149994,1197430,RBLBANK
17-03-2017,480.950012,496.399994,478,486.649994,2220915,RBLBANK
20-03-2017,489.299988,499.850006,486.850006,498.25,1577111,RBLBANK
21-03-2017,499.299988,507,492,501,1965748,RBLBANK
22-03-2017,495.25,509.950012,495,501,1309900,RBLBANK
23-03-2017,502.75,504.950012,498.049988,500.100006,763319,RBLBANK
24-03-2017,500.700012,503.899994,491.700012,492.950012,868783,RBLBANK
27-03-2017,493.950012,499.799988,491.049988,495.75,643606,RBLBANK
28-03-2017,499.350006,499.350006,484,486.600006,1285922,RBLBANK
29-03-2017,489,495.899994,481.299988,485.799988,1081736,RBLBANK
30-03-2017,485.649994,490,485,486.549988,583494,RBLBANK
31-03-2017,486.950012,498.399994,482.5,494.549988,1590621,RBLBANK
03-04-2017,497.899994,510.799988,495.799988,507.399994,1373303,RBLBANK
05-04-2017,510,546.5,509.149994,533.900024,3388473,RBLBANK
06-04-2017,533.900024,551,530,547.099976,2339282,RBLBANK
07-04-2017,542.950012,569.799988,540.099976,555.5,5450168,RBLBANK
10-04-2017,560.900024,599,560.599976,587.450012,5316206,RBLBANK
11-04-2017,592,599.400024,567,574.799988,3477562,RBLBANK
12-04-2017,574.400024,585,562,579.950012,4086616,RBLBANK
13-04-2017,579.049988,579.5,550.200012,558.650024,2135565,RBLBANK
17-04-2017,554.25,554.25,527.400024,540.5,2276461,RBLBANK
18-04-2017,541,564.799988,541,550.950012,3225669,RBLBANK
19-04-2017,553.799988,580,552.900024,578.200012,4135028,RBLBANK
20-04-2017,581,584.349976,571.099976,577.400024,1789317,RBLBANK
21-04-2017,580,584.799988,568,570.200012,1646702,RBLBANK
24-04-2017,573.950012,579.900024,563,563.900024,1157791,RBLBANK
25-04-2017,568.599976,573.549988,563.150024,567.849976,1077234,RBLBANK
26-04-2017,570,572,547.549988,550.700012,1910916,RBLBANK
27-04-2017,555,561.799988,550.099976,553.400024,1500528,RBLBANK
28-04-2017,556.849976,568.700012,553.5,564.450012,1471824,RBLBANK
02-05-2017,570,589.900024,570,585.450012,3904539,RBLBANK
03-05-2017,577,600.900024,572.549988,589.150024,5715260,RBLBANK
04-05-2017,591.900024,596,569,571.400024,2111966,RBLBANK
05-05-2017,575,576,560,561.150024,1269894,RBLBANK
08-05-2017,565,565.950012,551.599976,555.400024,1002399,RBLBANK
09-05-2017,557.049988,565.450012,555,559.299988,881861,RBLBANK
10-05-2017,561.900024,565,557.5,561.950012,594485,RBLBANK
11-05-2017,564,569,559.950012,561.400024,993610,RBLBANK
12-05-2017,562.299988,563.5,551.400024,556.549988,706299,RBLBANK
15-05-2017,557.5,564.900024,551.099976,563.900024,888219,RBLBANK
16-05-2017,564.799988,567.700012,559,562.599976,495571,RBLBANK
17-05-2017,563,569.900024,558,564.25,831318,RBLBANK
18-05-2017,559.799988,563,551,552.150024,1050920,RBLBANK
19-05-2017,560.950012,567,551.400024,555.450012,1292735,RBLBANK
22-05-2017,557.5,559.950012,542.599976,544.849976,676006,RBLBANK
23-05-2017,546,547.400024,502.200012,524.5,1588845,RBLBANK
24-05-2017,524.950012,539.700012,518.200012,524.349976,1343057,RBLBANK
25-05-2017,527.799988,549.450012,525.75,545.599976,1052847,RBLBANK
26-05-2017,549.400024,552.5,505.299988,516.549988,7280565,RBLBANK
29-05-2017,519,527.900024,504,508.149994,2977390,RBLBANK
30-05-2017,505.399994,514,495.850006,509.5,1418146,RBLBANK
31-05-2017,511,537.900024,509.899994,527.700012,3068601,RBLBANK
01-06-2017,533,554.25,531,550.099976,3657981,RBLBANK
02-06-2017,552,558,546.049988,550.849976,1634243,RBLBANK
05-06-2017,552.900024,552.900024,540,542.950012,761989,RBLBANK
06-06-2017,543.400024,550.799988,537.5,542.799988,1075850,RBLBANK
07-06-2017,543,552.700012,539.349976,549.450012,1431120,RBLBANK
08-06-2017,551.700012,551.849976,542.099976,544.650024,1553389,RBLBANK
09-06-2017,543,543.700012,533.5,537.599976,1196296,RBLBANK
12-06-2017,536,536.599976,526.299988,527.799988,830261,RBLBANK
13-06-2017,528,533.650024,514.25,516.349976,1508713,RBLBANK
14-06-2017,517,524.700012,512.25,518.099976,1540848,RBLBANK
15-06-2017,518.5,519.150024,510.100006,514,897817,RBLBANK
16-06-2017,514,520.400024,513,515,1156394,RBLBANK
19-06-2017,517.900024,518.599976,507.049988,509.350006,1041585,RBLBANK
20-06-2017,510,515.5,508.450012,509.649994,927004,RBLBANK
21-06-2017,510.899994,517.849976,505,512.200012,1659522,RBLBANK
22-06-2017,514.799988,518,509.850006,511.700012,1500000,RBLBANK
23-06-2017,514,514,501.600006,505.850006,1195150,RBLBANK
27-06-2017,506,511,492.25,508.950012,1651637,RBLBANK
28-06-2017,505.75,512.75,502.850006,505.350006,1064791,RBLBANK
29-06-2017,506.950012,514.650024,500,501.799988,1797714,RBLBANK
30-06-2017,498.5,509,496.25,507.75,1665573,RBLBANK
03-07-2017,507.950012,519.5,503.75,517.700012,1681165,RBLBANK
04-07-2017,518,527.349976,516,521.799988,2341020,RBLBANK
05-07-2017,525.299988,526.900024,520.5,524.25,1352844,RBLBANK
06-07-2017,522,529.400024,521.049988,524.849976,977589,RBLBANK
07-07-2017,512,530,508.399994,527,4378621,RBLBANK
10-07-2017,528.5,551,524,532.599976,259639,RBLBANK
11-07-2017,532.5,537.900024,530,532.049988,895189,RBLBANK
12-07-2017,533,536,529.299988,533.75,616647,RBLBANK
13-07-2017,534,547,533,546.349976,2016844,RBLBANK
14-07-2017,549.75,551.75,538.450012,540.75,1083576,RBLBANK
17-07-2017,542,545,519.75,529.450012,1232430,RBLBANK
18-07-2017,522.599976,526.5,517.349976,521.450012,1388550,RBLBANK
19-07-2017,523.950012,541.299988,522.049988,537.599976,1884008,RBLBANK
20-07-2017,542.5,547,536,539.450012,2053946,RBLBANK
21-07-2017,540,544.5,528,532.349976,2057774,RBLBANK
24-07-2017,531.799988,538.700012,522.5,524.25,865534,RBLBANK
25-07-2017,528,530.75,524.450012,529.099976,680352,RBLBANK
26-07-2017,530,530.5,525.049988,528.299988,781054,RBLBANK
27-07-2017,529.599976,544,517.849976,538.200012,3193974,RBLBANK
28-07-2017,533,539.799988,528,534.450012,723003,RBLBANK
31-07-2017,533,538.5,528,534.75,830068,RBLBANK
01-08-2017,537.849976,539.5,527,530.450012,1033386,RBLBANK
02-08-2017,531.950012,535.75,526.349976,527.400024,1033249,RBLBANK
03-08-2017,526.549988,531.200012,515,517.349976,914352,RBLBANK
04-08-2017,519,519,508.5,515.049988,1116067,RBLBANK
07-08-2017,518.700012,523.349976,517,519.450012,582059,RBLBANK
08-08-2017,521.849976,522,506.200012,511.799988,954207,RBLBANK
09-08-2017,512.400024,512.400024,493.200012,497.200012,1320783,RBLBANK
10-08-2017,499.700012,505,482.350006,490.350006,1507305,RBLBANK
11-08-2017,477,498.950012,474.950012,490.299988,1164361,RBLBANK
14-08-2017,492.799988,501.899994,490.600006,497.75,673664,RBLBANK
16-08-2017,499.049988,526.700012,499,523.900024,1816633,RBLBANK
17-08-2017,526,527,513.700012,516.950012,1199659,RBLBANK
18-08-2017,514.799988,529.5,506,527.25,2050151,RBLBANK
21-08-2017,528.950012,529.799988,503.5,506.799988,1252384,RBLBANK
22-08-2017,508.799988,513.700012,500,501.649994,1007123,RBLBANK
23-08-2017,506,512.849976,504,509.149994,609202,RBLBANK
24-08-2017,508.450012,514.799988,506.350006,510.200012,786616,RBLBANK
28-08-2017,513,519.400024,507.399994,511,1302075,RBLBANK
29-08-2017,506,541.5,506,531.549988,12629633,RBLBANK
30-08-2017,537.5,542.5,528.799988,537.549988,5238763,RBLBANK
31-08-2017,538,546.799988,532.549988,544.599976,5131679,RBLBANK
01-09-2017,544,548.5,531.950012,535.349976,2021850,RBLBANK
04-09-2017,535.599976,539.700012,525.25,534.049988,1234312,RBLBANK
05-09-2017,536.849976,543.5,535.099976,537.349976,1103951,RBLBANK
06-09-2017,533.349976,542.950012,533,539.599976,1818960,RBLBANK
07-09-2017,542,542.900024,529.75,533.150024,1958539,RBLBANK
08-09-2017,535,539,531.700012,537,1036368,RBLBANK
11-09-2017,539,543.400024,532.950012,535.75,1777508,RBLBANK
12-09-2017,537,541.700012,536,539.900024,1150877,RBLBANK
13-09-2017,540,544.400024,530.599976,534,1696380,RBLBANK
14-09-2017,535.5,539.400024,530.549988,531.700012,951570,RBLBANK
15-09-2017,530,534.700012,525.150024,532,1309136,RBLBANK
18-09-2017,532.75,540.25,532.75,537.450012,897683,RBLBANK
19-09-2017,537.5,539,534,535.099976,407337,RBLBANK
20-09-2017,535,536.799988,529,530.849976,614057,RBLBANK
21-09-2017,530.099976,535.5,523.450012,533.200012,1276036,RBLBANK
22-09-2017,531.950012,531.950012,515.25,517.150024,1040179,RBLBANK
25-09-2017,510.25,517.5,497,511.649994,1403714,RBLBANK
26-09-2017,516.950012,517,505.350006,510.25,894886,RBLBANK
27-09-2017,517.599976,517.599976,498.75,500.899994,1335998,RBLBANK
28-09-2017,503.100006,511.899994,496.649994,503.450012,2160072,RBLBANK
29-09-2017,503.5,510,503.5,506.950012,1130974,RBLBANK
03-10-2017,510.100006,513.299988,509,510.049988,966414,RBLBANK
04-10-2017,512,513.5,509,509.899994,922644,RBLBANK
05-10-2017,512.849976,516.049988,510.649994,512.650024,1056380,RBLBANK
06-10-2017,513,517.799988,512.549988,516,1118205,RBLBANK
09-10-2017,517,520.25,514,518.150024,668469,RBLBANK
10-10-2017,519.849976,520.5,515.150024,516.549988,707404,RBLBANK
11-10-2017,516.650024,521.099976,508,509,1451859,RBLBANK
12-10-2017,511.899994,519,508.5,516.549988,1046834,RBLBANK
13-10-2017,517.299988,524.849976,515.099976,517.5,1119886,RBLBANK
16-10-2017,520.950012,523,518.299988,521.200012,915908,RBLBANK
17-10-2017,524.400024,524.400024,519.75,521.849976,1367033,RBLBANK
18-10-2017,521.25,526.75,516,522.25,1485776,RBLBANK
19-10-2017,526,526.5,517.099976,521,354170,RBLBANK
23-10-2017,523.650024,531.900024,521.650024,527.549988,1429682,RBLBANK
24-10-2017,529,538.5,525.5,536.150024,1815137,RBLBANK
25-10-2017,541.900024,552,516.650024,524.400024,2290747,RBLBANK
26-10-2017,531.799988,544.450012,521.849976,530.549988,4143408,RBLBANK
27-10-2017,535,535.5,520.5,524.349976,1645562,RBLBANK
30-10-2017,524.799988,532.5,521.200012,525.049988,1529946,RBLBANK
31-10-2017,525.950012,528.549988,522.799988,525.400024,669354,RBLBANK
01-11-2017,527,530.200012,525.099976,526.099976,686031,RBLBANK
02-11-2017,526.099976,528.150024,522.549988,523.150024,519923,RBLBANK
03-11-2017,524,526,518.5,519.75,1424357,RBLBANK
06-11-2017,517,528.700012,515.5,518.25,809343,RBLBANK
07-11-2017,518.099976,521.400024,513,515.150024,604596,RBLBANK
08-11-2017,515,518.5,506.200012,508.350006,826297,RBLBANK
09-11-2017,510.649994,514.400024,508.950012,510.549988,787524,RBLBANK
10-11-2017,509,515,506.649994,509.75,617884,RBLBANK
13-11-2017,509.950012,516,508.649994,510.049988,529051,RBLBANK
14-11-2017,510.100006,514.299988,508.399994,510.149994,390425,RBLBANK
15-11-2017,510.149994,512,504.200012,507.299988,765441,RBLBANK
16-11-2017,509,510.950012,505.299988,507.649994,549142,RBLBANK
17-11-2017,512,517,509.700012,511.25,703589,RBLBANK
20-11-2017,513.950012,516.799988,512.549988,514.900024,653670,RBLBANK
21-11-2017,515.200012,515.5,510.100006,511.950012,498428,RBLBANK
22-11-2017,513.950012,514.450012,505.100006,506.850006,620068,RBLBANK
23-11-2017,508,511.899994,504.549988,507.899994,818649,RBLBANK
24-11-2017,513.200012,525.900024,510.549988,512.599976,2705419,RBLBANK
27-11-2017,513.450012,518.900024,508.399994,515.099976,851241,RBLBANK
28-11-2017,515.75,523.299988,514.650024,521.400024,1072359,RBLBANK
29-11-2017,523,525.900024,518.599976,521.049988,1269659,RBLBANK
30-11-2017,518,523,513.950012,516.75,1293861,RBLBANK
01-12-2017,518.700012,529.75,517.5,520.650024,1754302,RBLBANK
04-12-2017,520.700012,522.650024,507,511.600006,809405,RBLBANK
05-12-2017,511.600006,512.150024,505.299988,510.450012,550003,RBLBANK
06-12-2017,509.100006,513.400024,506.700012,509.649994,700531,RBLBANK
07-12-2017,508.5,515,508.5,510.799988,608800,RBLBANK
08-12-2017,512,516.700012,511.649994,513.950012,373586,RBLBANK
11-12-2017,515,518.700012,512,514.049988,597996,RBLBANK
12-12-2017,515,515.200012,508,510.399994,623576,RBLBANK
13-12-2017,510,511.899994,506.299988,508.5,2073910,RBLBANK
14-12-2017,511,511,501.5,508.25,1128295,RBLBANK
15-12-2017,512,513,508.75,509.700012,872437,RBLBANK
18-12-2017,509.5,511.899994,497.75,507,935339,RBLBANK
19-12-2017,509.950012,519.349976,508.200012,517.450012,2306811,RBLBANK
20-12-2017,520,523.75,514.299988,516.299988,737003,RBLBANK
21-12-2017,515.150024,519.849976,512.599976,515.799988,596680,RBLBANK
22-12-2017,517,518.5,511.299988,515.400024,678570,RBLBANK
26-12-2017,514,520,513,517.099976,606345,RBLBANK
27-12-2017,519.400024,519.400024,510,513.849976,417580,RBLBANK
28-12-2017,510.5,514.75,506,507.399994,525011,RBLBANK
29-12-2017,508.850006,511.100006,507.850006,510.100006,378997,RBLBANK
01-01-2018,510,513.799988,508.950012,510,469078,RBLBANK
02-01-2018,510.899994,513.400024,508.149994,511.649994,616196,RBLBANK
03-01-2018,513.400024,516.799988,509,514.900024,1510019,RBLBANK
04-01-2018,519.849976,519.849976,510.700012,517.400024,845849,RBLBANK
05-01-2018,519,542,515.549988,539.700012,4365631,RBLBANK
08-01-2018,543.950012,550,540.25,545.450012,1731320,RBLBANK
09-01-2018,546.799988,547.099976,533.599976,538.900024,826546,RBLBANK
10-01-2018,538.700012,540.200012,527.599976,529.5,1222398,RBLBANK
11-01-2018,529.099976,542.400024,529.049988,533.599976,1990560,RBLBANK
12-01-2018,536.799988,539.349976,526.349976,530.75,831501,RBLBANK
15-01-2018,529.549988,537.25,529.549988,530.599976,604395,RBLBANK
16-01-2018,530,532.299988,518.200012,522.700012,795236,RBLBANK
17-01-2018,524,530.900024,520,525.5,593309,RBLBANK
18-01-2018,537.400024,540,522.900024,526.299988,1011562,RBLBANK
19-01-2018,528.5,534.75,518.700012,523.299988,1237585,RBLBANK
22-01-2018,526,531.900024,521.650024,530.650024,644170,RBLBANK
23-01-2018,534.950012,543.900024,532.099976,536.700012,2687655,RBLBANK
24-01-2018,535,536,500.149994,514.200012,2983717,RBLBANK
25-01-2018,513.5,518,508.950012,510.399994,1114257,RBLBANK
29-01-2018,513.450012,514.150024,502.899994,504.850006,753974,RBLBANK
30-01-2018,502.25,508,496.100006,504.549988,1284248,RBLBANK
31-01-2018,500.450012,505.299988,499.149994,503.5,713984,RBLBANK
01-02-2018,505.5,511.5,492.450012,504.600006,1062229,RBLBANK
02-02-2018,500,500,479,482.75,1515876,RBLBANK
05-02-2018,480,488.899994,452.549988,485.200012,1331382,RBLBANK
06-02-2018,461,478.899994,455,474.600006,1797966,RBLBANK
07-02-2018,481,487.799988,470,480.75,1598663,RBLBANK
08-02-2018,480.75,492.350006,476.049988,484.899994,1152396,RBLBANK
09-02-2018,476.450012,485.450012,469.549988,482.350006,1028174,RBLBANK
12-02-2018,485,489.700012,480,484.799988,956276,RBLBANK
14-02-2018,492,492,482.399994,483.649994,946063,RBLBANK
15-02-2018,484.450012,485.5,476,480.799988,902127,RBLBANK
16-02-2018,481.100006,486.100006,473.600006,476.450012,909124,RBLBANK
19-02-2018,476.5,478.5,470.049988,473.850006,533683,RBLBANK
20-02-2018,472,477.600006,470.5,471.649994,403703,RBLBANK
21-02-2018,473,474.5,460.549988,470.850006,821992,RBLBANK
22-02-2018,470.399994,474.350006,467.149994,469.850006,713039,RBLBANK
23-02-2018,471.399994,490,471.399994,488,712961,RBLBANK
26-02-2018,490.049988,497.850006,481.950012,494.700012,823736,RBLBANK
27-02-2018,495,496.799988,486,490.299988,637796,RBLBANK
28-02-2018,485,493.149994,483.5,490.200012,666710,RBLBANK
01-03-2018,492,495,483.5,485.049988,513447,RBLBANK
05-03-2018,485.049988,488,475.100006,477.25,1343382,RBLBANK
06-03-2018,482,483.649994,468,470,533420,RBLBANK
07-03-2018,470,470,452.049988,453.700012,1280681,RBLBANK
08-03-2018,458,458,443.299988,455.450012,1434046,RBLBANK
09-03-2018,457.700012,462.850006,453.25,456.299988,556573,RBLBANK
12-03-2018,461,468.799988,455.350006,466.600006,819085,RBLBANK
13-03-2018,465.899994,475.950012,462.5,467.5,2994206,RBLBANK
14-03-2018,466,475,462,472.100006,2944991,RBLBANK
15-03-2018,471.299988,478.899994,471.299988,476.350006,1085239,RBLBANK
16-03-2018,475.950012,479.950012,466.149994,468.350006,422240,RBLBANK
19-03-2018,468,471.75,460,463.100006,784079,RBLBANK
20-03-2018,461.049988,469,461.049988,465.100006,902018,RBLBANK
21-03-2018,469.350006,470.149994,461.299988,462.100006,754688,RBLBANK
22-03-2018,463,467,459.049988,462.700012,751828,RBLBANK
23-03-2018,450,464.75,450,461.600006,936292,RBLBANK
26-03-2018,461,467,456.649994,465.049988,696905,RBLBANK
27-03-2018,467.799988,488.799988,467.799988,477.200012,1464457,RBLBANK
28-03-2018,476.899994,490,466.149994,479.850006,2361632,RBLBANK
02-04-2018,479.850006,487.5,475,484.649994,1791136,RBLBANK
03-04-2018,480.600006,487,479.899994,484.75,579155,RBLBANK
04-04-2018,486.450012,499.950012,486,489.149994,1491424,RBLBANK
05-04-2018,498.799988,498.799988,492,496.5,1257116,RBLBANK
06-04-2018,496.5,502.450012,493.049988,494.100006,554890,RBLBANK
09-04-2018,495.25,503,492.799988,496.049988,1255675,RBLBANK
10-04-2018,496.5,502.850006,494.350006,501,1584810,RBLBANK
11-04-2018,505,510,500.549988,505.049988,955560,RBLBANK
12-04-2018,505.399994,506.850006,498.049988,499.950012,425131,RBLBANK
13-04-2018,505,505,496.899994,501.399994,761212,RBLBANK
16-04-2018,498.950012,512.25,498.75,510,549654,RBLBANK
17-04-2018,514.900024,515.200012,508.5,512.650024,454736,RBLBANK
18-04-2018,513,514.849976,506.149994,510.049988,311527,RBLBANK
19-04-2018,512,512.5,507.5,508.899994,482877,RBLBANK
20-04-2018,508,509.299988,501,507.350006,304662,RBLBANK
23-04-2018,508,510.5,501.100006,502.450012,556274,RBLBANK
24-04-2018,502.950012,513,502.950012,511.649994,822689,RBLBANK
25-04-2018,511.100006,524.75,508.799988,521.099976,1444717,RBLBANK
26-04-2018,522.900024,524,514.75,520.349976,1091594,RBLBANK
